INSTNM,SAT_AVG_2012,ADM_RATE_2012,UGDS_2012,CONTROL_2012,COSTT4_A_2012,C150_4_2012,PREDDEG_2012,CITY,STABBR
Regency Beauty Institute-Mesa,NULL,NULL,66,3,NULL,NULL,1,Mesa,AZ
Regency Beauty Institute-Nashville,NULL,NULL,30,3,NULL,NULL,1,Antioch,TN
Regency Beauty Institute-Charlotte,NULL,NULL,71,3,NULL,NULL,1,Charlotte,NC
Regency Beauty Institute-North Olmsted,NULL,NULL,97,3,NULL,NULL,1,North Olmsted,OH
Regency Beauty Institute-Columbus,NULL,NULL,95,3,NULL,NULL,1,Columbus,OH
Regency Beauty Institute-Elgin,NULL,NULL,82,3,NULL,NULL,1,Elgin,IL
The Salon Professional Academy-Appleton,NULL,NULL,70,3,NULL,NULL,1,Appleton,WI
Milan Institute of Cosmetology-Fairfield,NULL,NULL,115,3,NULL,NULL,1,Fairfield,CA
Milan Institute of Cosmetology-Reno,NULL,NULL,254,3,NULL,NULL,1,Reno,NV
Milan Institute of Cosmetology-Visalia,NULL,NULL,275,3,NULL,NULL,1,Visalia,CA
Ottawa University-Online,NULL,NULL,378,2,NULL,NULL,3,Ottawa,KS
Broadview University-Orem,NULL,NULL,160,3,31761,NULL,2,Orem,UT
Paul Mitchell the School-Esani,NULL,NULL,259,3,NULL,NULL,1,Roswell,GA
Institute of Production and Recording,NULL,NULL,286,3,37341,NULL,2,Minneapolis,MN
Virginia College-Greenville,NULL,NULL,356,3,21018,NULL,1,Greenville,SC
Xcell Academy-A Paul Mitchell Partner School,NULL,NULL,132,3,NULL,NULL,1,Hoover,AL
Taft University System,NULL,NULL,2,3,NULL,NULL,4,Santa Ana,CA
Mayfield College,NULL,NULL,388,3,16525,NULL,1,Cathedral City,CA
International Polytechnic Institute,NULL,NULL,64,2,NULL,NULL,1,Calexico,CA
Academy of Esthetics and Cosmetology,NULL,NULL,33,3,NULL,NULL,1,San Fernando,CA
BioHealth College,NULL,NULL,192,3,NULL,NULL,1,San Jose,CA
International Professional School of Bodywork,NULL,NULL,182,3,22173,NULL,1,San Diego,CA
Borner's Barber College,NULL,NULL,19,3,NULL,NULL,1,Los Angeles,CA
Paul Mitchell The School-Pasadena,NULL,NULL,163,3,NULL,NULL,1,Alhambra,CA
San Francisco Institute of Esthetics and Cosmetology,NULL,NULL,211,3,NULL,NULL,1,San Francisco,CA
Laurus College,NULL,NULL,649,3,NULL,NULL,1,San Luis Obispo,CA
Healing Hands School of Holistic Health,NULL,NULL,255,3,NULL,NULL,1,Escondido,CA
Career Development Institute,NULL,NULL,50,3,NULL,NULL,1,Los Angeles,CA
Auguste Escoffier School of Culinary Arts,NULL,1,103,3,NULL,NULL,1,Boulder,CO
Aspen University,NULL,NULL,310,3,NULL,NULL,3,Denver,CO
Institute of Taoist Education and Acupuncture,NULL,NULL,NULL,2,NULL,NULL,4,Louisville,CO
National Beauty College,NULL,NULL,120,3,NULL,NULL,1,Denver,CO
Denver School of Nursing,NULL,NULL,564,3,30996,NULL,3,Denver,CO
Cambridge Institute of Health & Technology,NULL,NULL,218,3,NULL,NULL,2,Delray Beach,FL
Cozmo The School,NULL,NULL,66,3,NULL,NULL,1,Bonita Springs,FL
Allied Health Institute,NULL,NULL,656,3,NULL,NULL,1,Plantation,FL
North Florida Academy,NULL,NULL,27,3,NULL,NULL,1,Orange Park,FL
Professional Hands Institute,NULL,NULL,135,3,NULL,NULL,1,Miami,FL
Celebrity School of Beauty,NULL,NULL,243,3,NULL,NULL,1,Miami,FL
Paul Mitchell the School-Atlanta,NULL,NULL,199,3,NULL,NULL,1,Atlanta,GA
Evans Hairstyling College-Rexburg,NULL,NULL,62,3,NULL,NULL,1,Rexburg,ID
Hair Academy Paul Mitchell Partner School,NULL,NULL,132,3,NULL,NULL,1,Rexburg,ID
University of Aesthetics-Chicago,NULL,NULL,32,3,NULL,NULL,1,Chicago,IL
University of Aesthetics-Downers Grove,NULL,NULL,14,3,NULL,NULL,1,Downers Grove,IL
Tricoci University of Beauty Culture-Chicago,NULL,NULL,190,3,NULL,NULL,1,Chicago,IL
Tricoci University of Beauty Culture-Glendale Heights,NULL,NULL,105,3,NULL,NULL,1,Glendale Heights,IL
Tricoci University of Beauty Culture-Peoria,NULL,NULL,113,3,NULL,NULL,1,Peoria,IL
Tricoci University of Beauty Culture-Rockford,NULL,NULL,142,3,NULL,NULL,1,Rockford,IL
Frederick School of Cosmetology,NULL,NULL,33,3,NULL,NULL,1,Frederick,MD
Omega Studios' School of Applied Recording Arts & Sciences,NULL,NULL,84,3,NULL,NULL,1,Rockville,MD
Focus-Hope Information Technologies Center,NULL,NULL,19,2,NULL,NULL,1,Detroit,MI
International Cosmetology Academy,NULL,NULL,95,3,NULL,NULL,1,Grand Rapids,MI
French Academy of Cosmetology,NULL,NULL,65,3,NULL,NULL,1,Spring Lake,MI
Healing Arts Center,NULL,NULL,101,3,NULL,NULL,1,St. Louis,MO
System - A Paul Mitchell Partner School,NULL,NULL,148,3,NULL,NULL,1,Springfield,MO
Urshan Graduate School of Theology,NULL,NULL,NULL,2,NULL,NULL,4,Florissant,MO
Mississippi Institute of Aesthetics Nails & Cosmetology,NULL,NULL,58,3,NULL,NULL,1,Clinton,MS
College of Western Idaho,NULL,NULL,8241,1,10971,NULL,2,Nampa,ID
Aveda Institute Chapel Hill,NULL,NULL,210,3,NULL,NULL,1,Chapel Hill,NC
Charlotte School of Law,NULL,NULL,NULL,3,NULL,NULL,4,Charlotte,NC
Daoist Traditions College of Chinese Medical Arts,NULL,NULL,NULL,3,NULL,NULL,4,Asheville,NC
Total Image Beauty Academy,NULL,NULL,100,3,NULL,NULL,1,Union City,NJ
Center for Allied Health & Nursing Education,NULL,0.7982,1199,3,NULL,NULL,1,Hackensack,NJ
American Institute of Medical Sciences & Education,NULL,NULL,78,3,NULL,NULL,1,Piscataway,NJ
Casal Institute of Nevada,NULL,0.76,82,3,NULL,NULL,1,Las Vegas,NV
Career School of NY,NULL,NULL,61,2,NULL,NULL,1,Staten Island,NY
John Paolo's Xtreme Beauty Institute/Goldwell Product Artistry,NULL,NULL,149,3,NULL,NULL,1,Ballston Spa,NY
Ann Marie's World of Beauty School,NULL,NULL,5,3,NULL,NULL,1,Binghamton,NY
Yeshiva of Machzikai Hadas,NULL,1,334,2,22590,0.6286,3,Brooklyn,NY
Aveda Institute Columbus,NULL,NULL,260,3,NULL,NULL,1,Columbus,OH
Paul Mitchell The School-Cincinnati,NULL,NULL,247,3,NULL,NULL,1,Cincinnati,OH
Cutter's Edge School of Cosmetology,NULL,NULL,20,3,NULL,NULL,1,Cushing,OK
Hands on Therapy,NULL,NULL,77,3,NULL,NULL,1,Mesquite,TX
MediaTech Institute-Dallas,NULL,NULL,180,3,NULL,NULL,1,Dallas,TX
PCCenter,NULL,NULL,60,3,NULL,NULL,1,DeSoto,TX
Aveda Institute-San Antonio,NULL,0.9373,309,3,NULL,NULL,1,San Antonio,TX
Skin Institute,NULL,NULL,31,3,NULL,NULL,1,Saint George,UT
Skin Science Institute,NULL,NULL,27,3,NULL,NULL,1,Salt Lake City,UT
Global Health College,NULL,0.5263,265,3,NULL,NULL,1,Alexandria,VA
Pacific Northwest University of Health Sciences,NULL,NULL,NULL,2,NULL,NULL,4,Yakima,WA
Visions in Hair Design Institute of Cosmetology,NULL,NULL,18,3,NULL,NULL,1,Milwaukee,WI
Brensten Education,NULL,NULL,578,3,NULL,NULL,1,Waukesha,WI
The Chicago School of Professional Psychology at Irvine,NULL,NULL,NULL,2,NULL,NULL,4,Irvine,CA
Fortis College-Dothan,NULL,1,296,3,NULL,NULL,1,Dothan,AL
Fortis Institute-Pensacola,NULL,NULL,778,3,15609,NULL,1,Pensacola,FL
Fortis College-Montgomery,NULL,NULL,510,3,22500,NULL,1,Montgomery,AL
Fortis College School of Cosmetology,NULL,NULL,152,3,NULL,NULL,1,Mobile,AL
Woodland Community College,NULL,NULL,2297,1,10768,NULL,2,Woodland,CA
Dorsey Business Schools-Farmington Hills,NULL,NULL,80,3,30282,NULL,1,Farmington Hills,MI
Dorsey Business Schools-Roseville Culinary Academy,NULL,NULL,197,3,29482,NULL,1,Roseville,MI
Vatterott Career College-Memphis Appling Farms,NULL,NULL,339,3,21308,NULL,2,Memphis,TN
Minnesota School of Business-Moorhead,NULL,NULL,211,3,30780,NULL,2,Moorhead,MN
Brown Mackie College-Boise,NULL,NULL,514,3,24356,NULL,2,Boise,ID
Brown Mackie College-Tulsa,NULL,NULL,587,3,22144,NULL,2,Tulsa,OK
Fortis Institute,NULL,0.7507,945,3,45934,NULL,1,Birmingham,AL
Daymar College-Scottsville,NULL,NULL,68,3,26821,NULL,2,Scottsville,KY
Miller-Motte College-Greenville,NULL,NULL,429,3,24262,NULL,1,Greenville,NC
Metro Business College-Arnold,NULL,NULL,57,3,16079,NULL,1,Arnold,MO
The Chicago School of Professional Psychology at Westwood,NULL,NULL,NULL,2,NULL,NULL,4,Los Angeles,CA
Cardiac and Vascular Institute of Ultrasound,NULL,NULL,43,3,NULL,NULL,1,Mobile,AL
Virginia College-Jacksonville,NULL,NULL,462,3,21474,NULL,1,Jacksonville,FL
Studio Academy of Beauty,NULL,NULL,193,3,NULL,NULL,1,Chandler,AZ
California Nurses Educational Institute,NULL,NULL,195,3,NULL,NULL,1,Palm Springs,CA
Central Nursing College,NULL,0.8571,29,3,NULL,NULL,1,Los Angeles,CA
RWM Fiber Optics,NULL,NULL,62,3,NULL,NULL,1,Carson,CA
Paul Mitchell The School-Sacramento,NULL,NULL,313,3,NULL,NULL,1,Sacramento,CA
Providence Christian College,NULL,0.3902,67,2,35284,0.6818,3,Pasadena,CA
Summit Salon & Beauty School,NULL,NULL,22,3,NULL,NULL,1,Woodland Park,CO
Oxford Academy of Hair Design,NULL,NULL,85,3,NULL,NULL,1,Seymour,CT
Institute of World Politics,NULL,NULL,NULL,2,NULL,NULL,4,Washington,DC
Pontifical John Paul II Institute for Studies on Marriage and Family,NULL,NULL,NULL,2,NULL,NULL,4,Washington,DC
Medical Institute of Palm Beach,NULL,NULL,202,3,NULL,NULL,1,Greenacres,FL
Lake Lanier School of Massage,NULL,NULL,237,3,NULL,NULL,1,Gainsville,GA
Oliver Finley Academy of Cosmetology,NULL,NULL,174,3,NULL,NULL,1,Boise,ID
National Career College,NULL,NULL,65,3,NULL,NULL,1,Van Nuys,CA
Aveda Institute-Chicago,NULL,NULL,219,3,NULL,NULL,1,Chicago,IL
Tricoci University of Beauty Culture-Libertyville,NULL,NULL,155,3,NULL,NULL,1,Libertyville,IL
Tricoci University of Beauty Culture-Bridgeview,NULL,NULL,173,3,NULL,NULL,1,Bridgeview,IL
The Temple-A Paul Mitchell Partner School,NULL,NULL,196,3,NULL,NULL,1,Frederick,MD
Center for Massage & Natural Health,NULL,NULL,24,3,NULL,NULL,1,Asheville,NC
Academy of Hair Design,NULL,NULL,46,3,NULL,NULL,1,Oklahoma City,OK
Education and Technology Institute,NULL,NULL,9,2,NULL,NULL,1,Greensburg,PA
Pulse Beauty Academy-A Paul Mitchell Partner School,NULL,NULL,138,3,NULL,NULL,1,Downington,PA
Liberty Technical College,NULL,NULL,136,3,NULL,NULL,1,Cayey,PR
Toni & Guy Hairdressing Academy-Cranston,NULL,NULL,132,3,NULL,NULL,1,Cranston,RI
South Texas Training Center,NULL,NULL,47,3,5286,NULL,1,San Benito,TX
Columbia College,NULL,NULL,289,3,NULL,NULL,1,Fairfax,VA
Vermont College of Fine Arts,NULL,NULL,NULL,2,NULL,NULL,4,Montpelier,VT
Advanced Welding Institute,NULL,NULL,35,3,NULL,NULL,1,South Burlington,VT
The Art Institute of Washington-Dulles,NULL,0.5161,232,3,28419,NULL,2,Sterling,VA
Paul Mitchell the School-Memphis,NULL,NULL,150,3,NULL,NULL,1,Bartlett,TN
Pima Medical Institute-East Valley,NULL,NULL,502,3,NULL,NULL,1,Mesa,AZ
Virginia College-Charleston,NULL,NULL,369,3,18192,NULL,1,North Charleston,SC
The Ohio Academy Paul Mitchell Partner School-Cleveland,NULL,NULL,188,3,NULL,NULL,1,Twinsburg,OH
The Ohio Academy Paul Mitchell Partner School-Columbus,NULL,NULL,232,3,NULL,NULL,1,Columbus,OH
Georgia Beauty Academy,NULL,NULL,114,3,NULL,NULL,1,Dalton,GA
Stautzenberger Institute-Allen Park,NULL,NULL,143,3,21855,NULL,1,Allen Park,MI
Empire Beauty School-Lauderhill,NULL,NULL,137,3,NULL,NULL,1,Lauderhill,FL
Empire Beauty School-Spring Lake Park,NULL,NULL,125,3,NULL,NULL,1,Spring Lake Park,MN
MediaTech Institute-Austin,NULL,NULL,65,3,NULL,NULL,1,Austin,TX
MediaTech Institute-Houston,NULL,NULL,137,3,NULL,NULL,1,Houston,TX
Fortis College-Phoenix,NULL,NULL,260,3,24232,NULL,1,Phoenix,AZ
Miller-Motte College-Raleigh,NULL,NULL,525,3,23706,NULL,2,Raleigh,NC
Lamson Institute,NULL,NULL,197,3,NULL,NULL,1,San Antonio,TX
Euphoria Institute of Beauty Arts & Sciences-Las Vegas,NULL,NULL,206,3,NULL,NULL,1,Las Vegas,NV
Lincoln College of Technology-Toledo,NULL,NULL,150,3,27128,NULL,1,Toledo,OH
College of Hair Design-East Campus,NULL,NULL,140,3,NULL,NULL,1,Lincoln,NE
International Academy of Design and Technology-Online,NULL,NULL,1387,3,22906,NULL,2,Tampa,FL
Le Cordon Bleu College of Culinary Arts-St. Louis,NULL,NULL,338,3,NULL,NULL,1,St Peters,MO
Sanford-Brown College-San Antonio,NULL,NULL,211,3,20982,NULL,1,San Antonio,TX
Heritage College-Wichita,NULL,NULL,467,3,NULL,NULL,1,Wichita,KS
Heritage College-Little Rock,NULL,NULL,521,3,NULL,NULL,1,Little Rock,AR
Argosy University-Phoenix Online Division,NULL,NULL,7883,3,40966,NULL,3,Phoenix,AZ
MedTech College-Greenwood Campus,NULL,NULL,742,3,29039,NULL,2,Greenwood,IN
MedTech College-Ft Wayne Campus,NULL,NULL,571,3,30781,NULL,2,Ft. Wayne,IN
MedTech College–Lexington Campus,NULL,NULL,340,3,30825,NULL,2,Lexington,KY
ITT Technical Institute–Madison,NULL,0.7754,150,3,28412,NULL,2,Madison,MS
ITT Technical Institute–Springfield,NULL,0.9573,236,3,27542,NULL,2,Springfield,MO
ITT Technical Institute–Huntington,NULL,0.7025,348,3,27908,NULL,2,Huntington,WV
ITT Technical Institute–Concord,NULL,0.811,314,3,26750,NULL,2,Concord,CA
ITT Technical Institute–Fort Myers,NULL,0.712,323,3,26933,NULL,2,Fort Myers,FL
ITT Technical Institute–Charlotte North,NULL,0.9219,393,3,26791,NULL,2,Charlotte,NC
Fortis College-Salt Lake City,NULL,NULL,388,3,24064,NULL,1,Salt Lake City,UT
Polytechnic University of Puerto Rico-Miami Campus,NULL,NULL,54,2,27771,0,3,Miami,FL
Polytechnic University of Puerto Rico-Orlando,NULL,NULL,112,2,27158,NULL,3,Orlando,FL
Ross Medical Education Center-Fort Wayne,NULL,NULL,84,3,NULL,NULL,1,Fort Wayne,IN
Ross Medical Education Center-Portage,NULL,NULL,138,3,NULL,NULL,1,Portage,MI
The Commonwealth Medical College,NULL,NULL,NULL,2,NULL,NULL,4,Scranton,PA
Josef's School of Hair Design Inc-Fargo West,NULL,NULL,42,3,NULL,NULL,1,Fargo,ND
Northeast Technology Center–Claremore,NULL,NULL,54,1,NULL,NULL,1,Claremore,OK
Salon Success Academy-Fontana,NULL,NULL,49,3,NULL,NULL,1,Fontana,CA
Salon Success Academy-Redlands,NULL,NULL,117,3,NULL,NULL,1,Redlands,CA
Brown Mackie College-Phoenix,NULL,NULL,578,3,23127,NULL,2,Phoenix,AZ
Strayer University-West Virginia,NULL,NULL,174,3,NULL,NULL,3,Scott Depot,WV
Strayer University-Utah,NULL,NULL,97,3,31374,NULL,3,Sandy,UT
Strayer University-Ohio,NULL,NULL,801,3,31374,NULL,2,Mason,OH
Regency Beauty Institute-Tinley Park,NULL,NULL,109,3,NULL,NULL,1,Tinley Park,IL
Regency Beauty Institute-Columbia,NULL,NULL,41,3,NULL,NULL,1,Columbia,SC
Regency Beauty Institute-South Bend,NULL,NULL,86,3,NULL,NULL,1,Mishawaka,IN
Regency Beauty Institute-Detroit Lakeside,NULL,NULL,112,3,NULL,NULL,1,Shelby Township,MI
Regency Beauty Institute-Fort Myers,NULL,NULL,40,3,NULL,NULL,1,Fort Myers,FL
Regency Beauty Institute-Arlington,NULL,NULL,94,3,NULL,NULL,1,Arlington,TX
Regency Beauty Institute-Durham,NULL,NULL,73,3,NULL,NULL,1,Durham,NC
Minnesota School of Business-Elk River,NULL,NULL,360,3,26022,NULL,2,Elk River,MN
Brown Mackie College-Greenville,NULL,NULL,918,3,23326,NULL,2,Greenville,SC
Globe University-Sioux Falls,NULL,NULL,195,3,29178,NULL,2,Sioux Falls,SD
Globe University-Eau Claire,NULL,NULL,322,3,29691,NULL,2,Eau Claire,WI
Vanguard College of Cosmetology-Baton Rouge,NULL,NULL,91,3,NULL,NULL,1,Baton Rouge,LA
Globe University-Minneapolis,NULL,NULL,167,3,34542,NULL,2,Minneapolis,MN
San Joaquin Valley College–Hesperia,NULL,NULL,688,3,22756,NULL,2,Hesperia,CA
Beauty Schools of America-Homestead,NULL,NULL,696,3,NULL,NULL,1,Homestead,FL
ATI Career Training Center-Dallas,NULL,NULL,182,3,NULL,NULL,1,Dallas,TX
South Texas Vocational Technical Institute-Brownsville,NULL,NULL,372,3,NULL,NULL,1,Brownsville,TX
South Texas Vocational Technical Institute-Corpus Christi,NULL,NULL,370,3,NULL,NULL,1,Corpus Christi,TX
L’Ecole Culinaire,NULL,NULL,455,3,22903,NULL,1,Cordova,TN
University of Minnesota-Rochester,1111,0.6167,385,1,22510,NULL,0,Rochester,MN
The Fila Academy,NULL,NULL,122,3,NULL,NULL,1,High Point,NC
CBT College-Cutler Bay,NULL,NULL,216,3,21247,NULL,2,Cutler Bay,FL
Provo College–American Fork,NULL,NULL,96,3,22449,NULL,2,American Fork,UT
National College-Columbus,NULL,NULL,106,3,24007,NULL,2,Columbus,OH
Kaplan Career Institute-Boston,NULL,NULL,54,3,NULL,NULL,1,Boston,MA
Herzing University-Toledo,NULL,0.7302,243,3,25160,NULL,2,Toledo,OH
Capri Beauty College,NULL,NULL,56,3,NULL,NULL,1,New Lenox,IL
Milan Institute of Cosmetology-Concord,NULL,NULL,136,3,NULL,NULL,1,Concord,CA
Milan Institute-Bakersfield,NULL,NULL,393,3,NULL,NULL,1,Bakersfield,CA
Homestead Schools,NULL,NULL,193,2,NULL,NULL,1,Torrance,CA
Carrington College-Las Vegas,NULL,1,182,3,NULL,NULL,2,Las Vegas,NV
Carrington College-Reno,NULL,1,315,3,NULL,NULL,2,Reno,NV
Chamberlain College of Nursing-Florida,NULL,0.2,584,3,23203,NULL,3,Jacksonville,FL
Remington College-Columbia Campus,NULL,0.9927,341,2,NULL,NULL,1,Columbia,SC
Remington College of Nursing Orlando,NULL,NULL,78,2,NULL,NULL,3,Lake Mary,FL
Washington Barber College Inc,NULL,NULL,89,3,NULL,NULL,1,Little Rock,AR
InterCoast Colleges-Elk Grove,NULL,NULL,90,3,NULL,NULL,1,Elk Grove,CA
Universal Barber College,NULL,NULL,58,3,NULL,NULL,1,Phoenix,AZ
Horizon University,NULL,NULL,63,2,NULL,NULL,3,San Diego,CA
San Diego Culinary Institute,NULL,1,145,3,NULL,NULL,1,San Diego,CA
Beyond 21st Century Beauty Academy,NULL,NULL,62,3,NULL,NULL,1,Santa Fe Springs,CA
Franklin Career College,NULL,NULL,83,3,9433,NULL,1,Ontario,CA
Academy for Jewish Religion-California,NULL,NULL,NULL,2,NULL,NULL,4,Los Angeles,CA
Hollywood Beauty College,NULL,NULL,135,3,NULL,NULL,1,Stockton,CA
Angeles College,NULL,NULL,97,3,NULL,NULL,1,Los Angeles,CA
Angeles Institute,NULL,NULL,147,3,NULL,NULL,1,ARTESIA,CA
Esthetiques Cosmetology Institute,NULL,NULL,299,3,NULL,NULL,1,Temecula,CA
European Academy of Cosmetology and Hairdressing,NULL,NULL,7,3,NULL,NULL,1,Guilford,CT
International Institute of Cosmetology,NULL,NULL,141,3,NULL,NULL,1,Wethersfield,CT
Florida School of Traditional Midwifery,NULL,NULL,38,2,NULL,NULL,1,Gainesville,FL
Walton Career Development Center,NULL,NULL,96,1,NULL,NULL,1,DeFuniak Springs,FL
Immokalee Technical Center,NULL,NULL,213,1,NULL,NULL,1,Immokalee,FL
American Academy of Cosmetology,NULL,NULL,100,3,NULL,NULL,1,Orange Park,FL
University of Fort Lauderdale,NULL,NULL,46,2,NULL,NULL,2,Lauderhill,FL
Aviation Institute of Maintenance-Orlando,NULL,NULL,204,3,24088,NULL,1,Orlando,FL
The Salon Professional Academy-Tampa,NULL,NULL,135,3,NULL,NULL,1,Tampa,FL
The Salon Professional Academy-Gainesville,NULL,NULL,30,3,NULL,NULL,1,Gainesville,FL
The Salon Professional Academy-The Villages,NULL,0.6479,148,3,NULL,NULL,1,The Villages,FL
Kevosnik School of Hair Design,NULL,NULL,40,3,NULL,NULL,1,Dublin,GA
Profile Institute of Barber-Styling,NULL,NULL,66,3,NULL,NULL,1,Atlanta,GA
The Process Institute of Cosmetology,NULL,NULL,82,3,NULL,NULL,1,Lawrenceville,GA
New Hope Christian College,NULL,0.5921,112,2,18475,0.2,3,Honolulu,HI
D & L Academy of Hair Design,NULL,NULL,26,3,28930,NULL,1,Twin Falls,ID
Master Educators Beauty School,NULL,NULL,39,3,NULL,NULL,1,Twin Falls,ID
Ambria College of Nursing,NULL,NULL,324,3,NULL,NULL,1,Hoffman Estates,IL
Midwestern Career College,NULL,NULL,85,3,NULL,NULL,1,Chicago,IL
Paul Mitchell the School-Normal,NULL,NULL,139,3,NULL,NULL,1,Normal,IL
Innovations Design Academy,NULL,NULL,27,3,NULL,NULL,1,Canton,IL
Aveda Fredric's Institute-Indianapolis,NULL,NULL,132,3,NULL,NULL,1,Indianapolis,IN
The Salon Professional Academy-Anderson,NULL,NULL,118,3,NULL,NULL,1,Anderson,IN
Eric Fisher Academy,NULL,NULL,159,3,NULL,NULL,1,Wichita,KS
A & W Healthcare Educators,NULL,NULL,40,3,NULL,NULL,1,New Orleans,LA
My-Le's Beauty College,NULL,NULL,57,3,NULL,NULL,1,Gretna,LA
Southern Worcester County Regional Voc School District,NULL,NULL,30,1,NULL,NULL,1,Charlton,MA
L'esprit Academy,NULL,NULL,112,3,NULL,NULL,1,Livonia,MI
Marketti Academy of Cosmetology,NULL,NULL,77,3,NULL,NULL,1,Waterford,MI
CenterPoint Massage and Shiatsu Therapy School and Clinic,NULL,NULL,114,3,NULL,NULL,1,St Louis Park,MN
Avalon School of Cosmetology,NULL,NULL,52,3,NULL,NULL,1,Worthington,MN
American College of Technology,NULL,NULL,186,3,NULL,0.5882,2,Saint Joseph,MO
City Vision College,NULL,NULL,62,2,NULL,NULL,3,Kansas City,MO
Transformed Barber and Cosmetology Academy,NULL,NULL,106,3,NULL,NULL,1,Kansas City,MO
Bitterroot School of Cosmetology,NULL,NULL,26,3,NULL,NULL,1,Hamilton,MT
Atlanta Beauty & Barber Academy,NULL,NULL,417,3,NULL,NULL,1,Doraville,GA
The Salon Professional Academy-Great Falls,NULL,NULL,99,3,NULL,NULL,1,Great Falls,MT
Park West Barber School,NULL,NULL,159,3,NULL,NULL,1,Durham,NC
National Career Institute,NULL,NULL,230,3,24741,NULL,1,East Orange,NJ
Toni & Guy Hairdressing Academy-Albuquerque,NULL,NULL,83,3,NULL,NULL,1,Albuquerque,NM
International Academy of Style,NULL,NULL,105,3,NULL,NULL,1,Reno,NV
EDP School of Computer Programming,NULL,NULL,118,2,NULL,NULL,1,Brooklyn,NY
New York Medical Career Training Center,NULL,NULL,381,3,NULL,NULL,1,Flushing,NY
Institute of Culinary Education,NULL,NULL,538,3,NULL,NULL,1,New York,NY
New Life Business Institute,NULL,NULL,139,3,NULL,NULL,1,Jamaica,NY
The Salon Professional Academy-Tonawanda,NULL,NULL,118,3,NULL,NULL,1,Tonawanda,NY
Onondaga School of Therapeutic Massage-Syracuse,NULL,NULL,56,3,NULL,NULL,1,Syracuse,NY
Academy of Cosmetology and Esthetics NYC,NULL,NULL,128,3,NULL,NULL,1,Staten Island,NY
Finger Lakes School of Massage,NULL,NULL,119,3,NULL,NULL,1,Ithaca,NY
Four County Career Center,NULL,NULL,137,1,NULL,NULL,1,Archbold,OH
Vanity School of Cosmetology,NULL,NULL,21,3,NULL,NULL,1,Sheffield Village,OH
Tolles Career and Technical Center,NULL,NULL,42,1,NULL,NULL,1,Plain City,OH
The Salon Professional Academy-Perrysburg,NULL,NULL,72,3,NULL,NULL,1,Perrysburg,OH
Portland Actors Conservatory,NULL,0.7391,21,2,19525,NULL,1,Portland,OR
Somerset County Technology Center,NULL,NULL,68,1,NULL,NULL,1,Somerset,PA
Metro Beauty Academy,NULL,NULL,192,3,NULL,NULL,1,Allentown,PA
Barone Beauty Academy,NULL,NULL,67,3,NULL,NULL,1,Williamsport,PA
Academy for Careers and Technology,NULL,NULL,54,1,NULL,NULL,1,Mullins,SC
Aiken School of Cosmetology,NULL,NULL,39,3,NULL,NULL,1,Aiken,SC
Love Beauty School,NULL,NULL,55,3,NULL,NULL,1,Manchester,TN
Professional Career Training Institute,NULL,NULL,114,3,NULL,NULL,1,Houston,TX
Cannon Institute of Higher Learning,NULL,NULL,24,3,NULL,NULL,1,Dallas,TX
Cardiotech Ultrasound School,NULL,NULL,58,3,NULL,NULL,1,Houston,TX
DuVall's School of Cosmetology,NULL,NULL,103,3,NULL,NULL,1,Bedford,TX
Advanced Beauty College,NULL,NULL,96,3,NULL,NULL,1,Irving,TX
Texas Beauty College,NULL,NULL,110,3,NULL,NULL,1,Haltom City,TX
Avenue Five Institute,NULL,NULL,241,3,NULL,NULL,1,Austin,TX
Corpus Christi Beauty Academy,NULL,NULL,34,3,NULL,NULL,1,Corpus Christi,TX
The Salon Professional Academy-Lewisville,NULL,NULL,95,3,NULL,NULL,1,Lewisville,TX
Renaissance Academie,NULL,NULL,94,3,NULL,NULL,1,Provo,UT
Bethel College,NULL,NULL,63,2,8599,NULL,2,Hampton,VA
Institute of Advanced Medical Esthetics,NULL,NULL,3,3,NULL,NULL,1,Richmond,VA
Gary Manuel Aveda Institute,NULL,0.92,273,3,NULL,NULL,1,Seattle,WA
