INSTNM,SAT_AVG,ADM_RATE,UGDS,CONTROL,COSTT4_A,C150_4,PREDDEG,CITY,STABBR
Advanced Computing Institute,NULL,NULL,211,3,NULL,NULL,1,Los Angeles,CA
New York Institute of Beauty,NULL,NULL,80,3,NULL,NULL,1,Islandia,NY
Ultrasound Medical Institute,NULL,NULL,8,3,NULL,NULL,2,Royal Palm Beach,FL
Beautiful You School of Nail Technology,NULL,NULL,17,3,NULL,NULL,1,Cedar City,UT
Harmon's Beauty School,NULL,NULL,13,3,NULL,NULL,1,Landover,MD
Xavier College School of Nursing,NULL,NULL,52,3,NULL,NULL,1,Stockton,CA
Lawrence & Company College of Cosmetology,NULL,1,57,3,NULL,NULL,0,Hanford,CA
Cactus Academy,NULL,NULL,97,3,17669,NULL,1,Garden City,NY
Kaizen Beauty Academy,NULL,NULL,34,3,NULL,NULL,1,Pembroke Pines,FL
Southern Texas Careers Academy,NULL,NULL,35,3,NULL,NULL,1,McAllen,TX
Sharp Edgez Barber Institute,NULL,NULL,56,3,NULL,NULL,1,Rochester,NY
Salon Professional Academy,NULL,NULL,69,3,NULL,NULL,1,Nashville,TN
Cosmotech School of Cosmetology,NULL,NULL,45,3,NULL,NULL,1,Westbrook,ME
Prestige Health & Beauty Sciences Academy,NULL,NULL,17,3,NULL,NULL,1,North Miami Beach,FL
Grace College of Barbering,NULL,NULL,25,2,NULL,NULL,1,Greenville,NC
California Career Institute,NULL,0.7895,45,3,NULL,NULL,1,Garden Grove,CA
Cosmo Factory Cosmetology Academy,NULL,NULL,30,3,NULL,NULL,1,Santa Cruz,CA
Grace School of Theology,NULL,NULL,16,2,NULL,NULL,4,Conroe,TX
Yeshiva Gedolah Kesser Torah,NULL,1,70,2,15300,NULL,3,Monsey,NY
Universal Training Institute,NULL,NULL,165,3,NULL,NULL,1,Perth Amboy,NJ
Yeshiva Yesodei Hatorah,NULL,1,64,2,18500,0.5,3,Lakewood,NJ
Rizzieri Institute,NULL,NULL,53,3,NULL,NULL,1,Voorhees,NJ
Bonnie Joseph Academy of Cosmetology and Barbering,NULL,NULL,28,3,NULL,NULL,1,Heber City,UT
Healthcare Training Institute,NULL,NULL,31,2,NULL,NULL,1,Kenner,LA
W Academy of Salon and Spa,NULL,NULL,36,3,NULL,NULL,1,Danville,CA
Boca Beauty Academy,NULL,NULL,200,3,NULL,NULL,1,Boca Raton,FL
United Medical and Business Institute,NULL,NULL,22,3,NULL,NULL,1,East Point,GA
Paul Mitchell the School-Jersey Shore,NULL,NULL,131,3,NULL,NULL,1,Brick,NJ
City Pointe Beauty Academy,NULL,NULL,49,3,NULL,NULL,1,Webb City,MO
Chrysm Institute of Esthetics,NULL,NULL,96,3,NULL,NULL,1,Virginia Beach,VA
National Personal Training Institute of Columbus,NULL,NULL,75,3,NULL,NULL,1,Columbus,OH
Bly's School of Cosmetology,NULL,NULL,96,3,NULL,NULL,1,Gainesville,FL
Toni & Guy Hairdressing Academy-Manteca,NULL,NULL,54,3,NULL,NULL,1,Manteca,CA
Belle Academy of Cosmetology,NULL,NULL,6,1,NULL,NULL,0,Waterbury,CT
Strayer University-Missouri,NULL,NULL,71,3,31554,NULL,0,Kansas City,MO
Dorsey Business Schools-Lansing,NULL,NULL,156,3,30517,NULL,1,Lansing,MI
ITT Technical Institute-Pensacola,NULL,0.8696,165,3,NULL,NULL,0,Pensacola,FL
ITT Technical Institute-San Antonio East,NULL,0.9556,170,3,26964,NULL,0,San Antonio,TX
MedTech Institute-Orlando Campus,NULL,NULL,376,3,NULL,NULL,1,Orlando,FL
Tulsa Welding School-Tulsa,NULL,NULL,125,3,NULL,NULL,1,Tulsa,OK
Empire Beauty School-Augusta,NULL,NULL,79,3,NULL,NULL,0,Augusta,GA
South University-High Point,NULL,0.3704,203,3,NULL,NULL,0,High Point,NC
Empire Beauty School-Vernon Hills,NULL,NULL,68,3,NULL,NULL,0,Vernon Hills,IL
Empire Beauty School-Stone Park,NULL,NULL,196,3,NULL,NULL,0,Stone Park,IL
Court Reporting Institute of St Louis,NULL,NULL,161,3,NULL,NULL,2,Clayton,MO
San Joaquin Valley College-Lancaster,NULL,NULL,167,3,23724,NULL,1,Lancaster,CA
San Joaquin Valley College-San Diego,NULL,NULL,9,3,NULL,NULL,0,Chula Vista,CA
Ohio Business College-Dayton,NULL,NULL,54,3,23935,NULL,1,Dayton,OH
Empire Beauty School-Rochester,NULL,NULL,133,3,NULL,NULL,0,Rochester,NY
American Career College-Long Beach,NULL,NULL,401,3,NULL,NULL,1,Long Beach,CA
Ross Medical Education Center-Kokomo,NULL,NULL,115,3,NULL,NULL,0,Kokomo,IN
Ross Medical Education Center-Erlanger,NULL,NULL,25,3,NULL,NULL,0,Erlanger,KY
Ross Medical Education Center-Charleston,NULL,NULL,66,3,NULL,NULL,0,Charleston,WV
L'Ecole Culinaire-Kansas City,NULL,NULL,73,3,NULL,NULL,0,Kansas City,MO
Utah College of Massage Therapy-Houston,NULL,NULL,350,3,NULL,NULL,1,Houston,TX
InterCoast Colleges-Fairfield,NULL,NULL,7,3,NULL,NULL,1,Fairfield,CA
Vatterott College-ex'treme Institute by Nelly-St Louis,NULL,NULL,402,3,NULL,NULL,0,St. Louis,MO
Southern Careers Institute-San Antonio,NULL,NULL,279,3,NULL,NULL,0,San Antonio,TX
College of Business and Technology-Miami Gardens,NULL,NULL,50,3,NULL,NULL,2,Miami Gardens,FL
Milan Institute of Cosmetology-Nampa,NULL,NULL,112,3,NULL,NULL,0,Nampa,ID
Milan Institute-Merced,NULL,NULL,148,3,NULL,NULL,0,Merced,CA
Midwest Technical Institute-Springfield,NULL,NULL,228,3,NULL,NULL,0,Springfield,MO
Finger Lakes School of Massage,NULL,NULL,57,3,NULL,NULL,1,Frederick,MD
Georgia Regents University,1002,0.4103,5456,1,7715,0.2935,3,Augusta,GA
Middle Georgia State College,NULL,0.4486,7164,1,13472,0.1343,3,Macon,GA
Trenz Beauty Academy,NULL,NULL,34,3,NULL,NULL,1,Calumet,IL
Paul Mitchell the School-Denver,NULL,NULL,111,3,NULL,NULL,1,Lakewood,CO
Academy of Interactive Entertainment,NULL,0.7647,43,2,NULL,NULL,1,Seattle,WA
Arrojo Cosmetology School,NULL,NULL,85,3,NULL,NULL,1,New York,NY
Cosmetology Academy of Texarkana,NULL,NULL,20,3,NULL,NULL,1,Texarkana,TX
Virginia Baptist College,NULL,NULL,66,2,NULL,0.1,3,Fredericksburg,VA
Lynnes Welding Training,NULL,NULL,25,3,NULL,NULL,1,Fargo,ND
Aviation Institute of Maintenance-Las Vegas,NULL,NULL,42,3,NULL,NULL,0,Las Vegas,NV
Tulsa Technology Center-Owasso Campus,NULL,NULL,323,1,NULL,NULL,0,Owasso,OK
Tulsa Technology Center-Sand Springs Campus,NULL,NULL,196,1,NULL,NULL,0,Sand Springs,OK
National American University-Austin South,NULL,NULL,120,3,NULL,NULL,0,Austin,TX
National American University-Lewisville,NULL,NULL,158,3,NULL,NULL,0,Lewisville,TX
National American University-Georgetown,NULL,NULL,173,3,24420,NULL,2,Georgetown,TX
National American University-Richardson,NULL,NULL,197,3,NULL,NULL,0,Richardson,TX
National American University-Rochester,NULL,NULL,149,3,19773,NULL,0,Rochester,MN
National American University-Weldon Spring,NULL,NULL,90,3,NULL,NULL,0,Weldon Spring,MO
National American University-Wichita West,NULL,NULL,281,3,13880,NULL,0,Wichita,KS
National American University-Indianapolis,NULL,NULL,198,3,19413,NULL,2,Indianapolis,IN
National American University-Tigard,NULL,NULL,46,3,NULL,NULL,0,Tigard,OR
The Art Institute of St Louis,NULL,NULL,415,3,NULL,NULL,0,St Charles,MO
DeVry College of New York,NULL,0.7581,1398,3,25150,0.2155,3,New York,NY
DeVry University-Arizona,NULL,0.8834,1203,3,25099,0.2675,3,Phoenix,AZ
DeVry University-California,NULL,0.8381,7436,3,24050,0.3367,3,Pomona,CA
DeVry University-Colorado,NULL,0.7419,865,3,26908,0.3654,3,Westminster,CO
DeVry University-Florida,NULL,0.7336,2383,3,25426,0.3799,3,Miramar,FL
DeVry University-Georgia,NULL,0.8064,2692,3,25718,0.2968,3,Decatur,GA
DeVry University-Illinois,NULL,0.704,20112,3,25625,0.2939,3,Chicago,IL
DeVry University-Indiana,NULL,0.7714,262,3,26345,0.125,3,Indianapolis,IN
DeVry University-Kentucky,NULL,0.5385,66,3,27517,NULL,3,Louisville,KY
DeVry University-Maryland,NULL,0.8235,63,3,NULL,0,3,Bethesda,MD
DeVry University-Michigan,NULL,0.6667,184,3,25272,NULL,3,Southfield,MI
DeVry University-Minnesota,NULL,0.7105,284,3,27417,0.2857,3,Edina,MN
DeVry University-Missouri,NULL,0.7826,807,3,25342,0.2877,3,Kansas City,MO
DeVry University-Nevada,NULL,0.8,292,3,24265,0.6364,3,Henderson,NV
DeVry University-New Jersey,NULL,0.7978,1452,3,23738,0.3979,3,North Brunswick,NJ
DeVry University-North Carolina,NULL,0.7246,495,3,24250,0.0909,3,Charlotte,NC
DeVry University-Ohio,NULL,0.7807,2762,3,24985,0.3933,3,Columbus,OH
DeVry University-Oklahoma,NULL,0.7931,130,3,27517,0.5,3,Oklahoma City,OK
DeVry University-Oregon,NULL,0.5,88,3,NULL,0,3,Portland,OR
DeVry University-Pennsylvania,NULL,0.8091,1110,3,25403,0.237,3,Fort Washington,PA
DeVry University-Tennessee,NULL,0.6667,281,3,20983,0,3,Memphis,TN
DeVry University-Texas,NULL,0.8329,2485,3,24919,0.2919,3,Irving,TX
DeVry University-Utah,NULL,0.75,92,3,28093,NULL,3,Sandy,UT
DeVry University-Virginia,NULL,0.7952,783,3,25202,0.2247,3,Arlington,VA
DeVry University-Washington,NULL,0.7778,466,3,21999,0.2903,3,Federal Way,WA
DeVry University-Wisconsin,NULL,0.4545,148,3,27417,0,3,Milwaukee,WI
University of North Georgia,1009,0.6102,14502,1,16525,0.2597,3,Dahlonega,GA
South Georgia State College,NULL,NULL,2459,1,12337,0.1497,2,Douglas,GA
Northeastern University Global Network,NULL,NULL,2124,2,NULL,NULL,0,Boston,MA
Georgia Military College-Distance Learning Campuses,NULL,NULL,4888,1,20964,NULL,2,Milledgeville,GA
Brown Mackie College-Dallas,NULL,NULL,308,3,24330,NULL,0,Bedford,TX
American Institute-Toms River,NULL,NULL,140,3,NULL,NULL,0,Toms River,NJ
Arizona College-Mesa,NULL,NULL,162,3,NULL,NULL,0,Mesa,AZ
American College of Healthcare,NULL,NULL,73,3,NULL,NULL,0,Huntington Park,CA
Central Georgia Technical College,NULL,NULL,7146,1,8532,NULL,1,Warner Robins,GA
Barber School of Pittsburgh,NULL,NULL,35,3,NULL,NULL,1,Pittsburgh,PA
The Salon Professional Academy-South Plainfield,NULL,NULL,101,3,NULL,NULL,1,South Plainfield,NJ
Arizona State University-Skysong,898,0.6343,8227,1,19666,NULL,3,Scottsdale,AZ
Louisiana Delta Community College,NULL,NULL,3050,1,21375,NULL,1,Monroe,LA
Troy University-Phenix City Campus,NULL,NULL,NULL,1,NULL,NULL,0,Phenix City,AL
Troy University-Montgomery Campus,NULL,NULL,NULL,1,NULL,NULL,0,Montgomery,AL
Troy University-Dothan Campus,NULL,NULL,NULL,1,NULL,NULL,0,Dothan,AL
Troy University-eTROY,NULL,NULL,NULL,1,NULL,NULL,0,Troy,AL
Troy University-Global Campus,NULL,NULL,NULL,1,NULL,NULL,0,Troy,AL
Global MBA Latin American Managers Program Satellite Campus,NULL,NULL,NULL,2,NULL,NULL,0,Doral,FL
Arkansas College of Barbering and Hair Design,NULL,NULL,NULL,3,NULL,NULL,0,Little Rock,AR
Harding School of Theology,NULL,NULL,NULL,2,NULL,NULL,0,Memphis,TN
Career Academy of Hair Design-Siloam Springs,NULL,NULL,NULL,3,NULL,NULL,0,Siloam Springs,AR
Career Academy of Hair Design-Rogers,NULL,NULL,NULL,3,NULL,NULL,0,Rogers,AR
Career Academy of Hair Design-Fayetteville,NULL,NULL,NULL,3,NULL,NULL,0,Fayetteville,AR
Alliant International University-Fresno,NULL,NULL,NULL,2,NULL,NULL,0,Fresno,CA
Alliant International University-Los Angeles,NULL,NULL,NULL,2,NULL,NULL,0,Alhambra,CA
Alliant International University-San Francisco,NULL,NULL,NULL,2,NULL,NULL,0,San Francisco,CA
Alliant International University-Irvine,NULL,NULL,NULL,2,NULL,NULL,0,Irvine,CA
Alliant International University-Sacramento,NULL,NULL,NULL,2,NULL,NULL,0,Sacramento,CA
Casa Loma College-Hawthorne,NULL,NULL,NULL,2,NULL,NULL,0,Hawthorne,CA
Marinello Schools of Beauty-Bell,NULL,NULL,NULL,3,NULL,NULL,0,Bell,CA
Marinello Schools of Beauty-City of Industry,NULL,NULL,NULL,3,NULL,NULL,0,City of Industry,CA
Marinello Schools of Beauty-Paramount,NULL,NULL,NULL,3,NULL,NULL,0,Paramount,CA
Marinello Schools of Beauty-Huntington Beach,NULL,NULL,NULL,3,NULL,NULL,0,Huntington Beach,CA
Marinello Schools of Beauty-Layton,NULL,NULL,NULL,3,NULL,NULL,0,Layton,UT
Marinello Schools of Beauty-Ogden,NULL,NULL,NULL,3,NULL,NULL,0,Ogden,UT
Marinello School of Beauty-Cathedral City,NULL,NULL,NULL,3,NULL,NULL,0,Cathedral City,CA
Marinello School of Beauty-Murrieta,NULL,NULL,NULL,3,NULL,NULL,0,Murrieta,CA
Marinello School of Beauty-Napa,NULL,NULL,NULL,3,NULL,NULL,0,Napa,CA
Marinello School of Beauty,NULL,NULL,NULL,3,NULL,NULL,0,Seaside,CA
Marinello School of Beauty-San Mateo,NULL,NULL,NULL,3,NULL,NULL,0,San Mateo,CA
Marinello School of Beauty-Hayward,NULL,NULL,NULL,3,NULL,NULL,0,Hayward,CA
Marinello School of Beauty-Castro Valley,NULL,NULL,NULL,3,NULL,NULL,0,Castro Valley,CA
Marinello School of Beauty-Palmdale,NULL,NULL,NULL,3,NULL,NULL,0,Palmdale,CA
Marinello School of Beauty-San Rafael,NULL,NULL,NULL,3,NULL,NULL,0,San Rafael,CA
San Jose Campus,NULL,NULL,NULL,3,NULL,NULL,0,San Jose,CA
Franciscan School of Theology,NULL,NULL,NULL,2,NULL,NULL,0,Oceanside,CA
Golden Gate University-Los Angeles,NULL,NULL,NULL,2,NULL,NULL,0,Los Angeles,CA
Golden Gate University-Seattle,NULL,NULL,NULL,2,NULL,NULL,0,Seattle,WA
Golden Gate University-Silicon Valley,NULL,NULL,NULL,2,NULL,NULL,0,Santa Clara,CA
Humphreys College-Modesto,NULL,NULL,NULL,2,NULL,NULL,0,Modesto,CA
International School of Cosmetology,NULL,NULL,NULL,3,NULL,NULL,0,Costa Mesa,CA
ATEP at IVC,NULL,NULL,NULL,1,NULL,NULL,0,Tustin,CA
Marinello School of Beauty,NULL,NULL,NULL,3,NULL,NULL,0,Whittier,CA
Marinello School of Beauty,NULL,NULL,NULL,3,NULL,NULL,0,Reseda,CA
Marinello School of Beauty,NULL,NULL,NULL,3,NULL,NULL,0,Ontario,CA
Marinello School of Beauty,NULL,NULL,NULL,3,NULL,NULL,0,San Diego,CA
Marinello School of Beauty,NULL,NULL,NULL,3,NULL,NULL,0,San Bernardino,CA
Marinello School of Beauty,NULL,NULL,NULL,3,NULL,NULL,0,West Covina,CA
Marinello School of Beauty,NULL,NULL,NULL,3,NULL,NULL,0,Los Angeles,CA
Marinello School of Beauty,NULL,NULL,NULL,3,NULL,NULL,0,Inglewood,CA
Marinello School of Beauty-El Cajon,NULL,NULL,NULL,3,NULL,NULL,0,El Cajon,CA
Marinello Schools of Beauty-Victorville,NULL,NULL,NULL,3,NULL,NULL,0,Victorville,CA
Marinello Schools of Beauty-Anaheim,NULL,NULL,NULL,3,NULL,NULL,0,Anaheim,CA
Marinello Schools of Beauty,NULL,NULL,NULL,3,NULL,NULL,0,Simi Valley,CA
Marinello Schools of Beauty-Lomita,NULL,NULL,NULL,3,NULL,NULL,0,Lomita,CA
Marinello School of Beauty-Chico,NULL,NULL,NULL,3,NULL,NULL,0,Chico,CA
Marinello School of Beauty,NULL,NULL,NULL,3,NULL,NULL,0,Redding,CA
Marinello School of Beauty-Fresno,NULL,NULL,NULL,3,NULL,NULL,0,Fresno,CA
Mount St. Mary's College - Doheny Campus,NULL,NULL,NULL,2,NULL,NULL,0,Los Angeles,CA
San Joaquin General Hospital School of Radiation Technology,NULL,NULL,NULL,1,NULL,NULL,0,French Camp,CA
San Joaquin Valley College,NULL,NULL,NULL,3,NULL,NULL,0,Hanford,CA
San Joaquin Valley College-Online,NULL,NULL,NULL,3,NULL,NULL,0,Visalia,CA
Jesuit School of Theology of Santa Clara University,NULL,NULL,NULL,2,NULL,NULL,0,Berkeley,CA
Pinnacle College-Sacramento,NULL,NULL,NULL,3,NULL,NULL,0,Rancho Cordova,CA
Marinello School of Beauty,NULL,NULL,NULL,3,NULL,NULL,0,Bakersfield,CA
Marinello Schools of Beauty-Visalia,NULL,NULL,NULL,3,NULL,NULL,0,Visalia,CA
UEI College,NULL,NULL,NULL,3,NULL,NULL,0,Ontario,CA
UEI College,NULL,NULL,NULL,3,NULL,NULL,0,Encino,CA
UEI College,NULL,NULL,NULL,3,NULL,NULL,0,Chula Vista,CA
UEI College,NULL,NULL,NULL,3,NULL,NULL,0,El Monte,CA
UEI College,NULL,NULL,NULL,3,NULL,NULL,0,Anaheim,CA
United Education Institute,NULL,NULL,NULL,3,NULL,NULL,0,Jacksonville,FL
UEI,NULL,NULL,NULL,3,NULL,NULL,0,Morrow,GA
UEI College,NULL,NULL,NULL,3,NULL,NULL,0,San Marcos,CA
UEI College,NULL,NULL,NULL,3,NULL,NULL,0,Stockton,CA
Colorado Technical University,NULL,NULL,NULL,3,NULL,NULL,0,Pueblo,CO
Marinello School of Beauty-Hamden,NULL,NULL,NULL,3,NULL,NULL,0,Hamden,CT
Marinello School of Beauty-Fairfield,NULL,NULL,NULL,3,NULL,NULL,0,Fairfield,CT
Marinello School of Beauty-Willimantic,NULL,NULL,NULL,3,NULL,NULL,0,Willimantic,CT
Porter and Chester Institute of Rocky Hill,NULL,NULL,NULL,3,NULL,NULL,0,Rocky Hill,CT
Porter and Chester Institute of Enfield,NULL,NULL,NULL,3,NULL,NULL,0,Enfield,CT
Porter and Chester Institute of Watertown,NULL,NULL,NULL,3,NULL,NULL,0,Watertown,CT
Porter and Chester Institute of Chicopee,NULL,NULL,NULL,3,NULL,NULL,0,Chicopee,MA
Porter and Chester Institute of Westborough,NULL,NULL,NULL,3,NULL,NULL,0,Westborough,MA
Porter and Chester Institute of Canton,NULL,NULL,NULL,3,NULL,NULL,0,Canton,MA
Porter and Chester Institute of Woburn,NULL,NULL,NULL,3,NULL,NULL,0,Woburn,MA
Strayer University-Takoma Park Campus,NULL,NULL,NULL,3,NULL,NULL,0,Washington,DC
Barry University Law School,NULL,NULL,NULL,2,NULL,NULL,0,Orlando,FL
University of Southernmost Florida-Coral Gables Campus,NULL,NULL,NULL,3,NULL,NULL,0,Coral Gables,FL
Keiser University-Melbourne,NULL,NULL,NULL,2,NULL,NULL,0,Melbourne,FL
Keiser University-Tallahassee,NULL,NULL,NULL,2,NULL,NULL,0,Tallahassee,FL
Keiser University-Daytona,NULL,NULL,NULL,2,NULL,NULL,0,Daytona Beach,FL
Keiser University-Lakeland,NULL,NULL,NULL,2,NULL,NULL,0,Lakeland,FL
Keiser University- Miami,NULL,NULL,NULL,2,NULL,NULL,0,Miami,FL
Keiser University-Orlando,NULL,NULL,NULL,2,NULL,NULL,0,Orlando,FL
Keiser University-Sarasota,NULL,NULL,NULL,2,NULL,NULL,0,Sarasota,FL
Keiser University-Jacksonville,NULL,NULL,NULL,2,NULL,NULL,0,Jacksonville,FL
Keiser University-Tampa,NULL,NULL,NULL,2,NULL,NULL,0,Tampa,FL
Keiser University-Pembroke Pines,NULL,NULL,NULL,2,NULL,NULL,0,Pembroke Pines,FL
Keiser University-Port St Lucie,NULL,NULL,NULL,2,NULL,NULL,0,Port St Lucie,FL
Keiser University-West Palm Beach,NULL,NULL,NULL,2,NULL,NULL,0,West Palm Beach,FL
Keiser University-Ft Myers,NULL,NULL,NULL,2,NULL,NULL,0,Ft Myers,FL
Manhattan Hairstyling Academy - North,NULL,NULL,NULL,3,NULL,NULL,0,Tampa,FL
Rasmussen College-New Port Richey,NULL,NULL,NULL,3,NULL,NULL,0,New Port Richey,FL
Rasmussen College-Fort Myers,NULL,NULL,NULL,3,NULL,NULL,0,Fort Myers,FL
Rasmussen College-Tampa/Brandon,NULL,NULL,NULL,3,NULL,NULL,0,Tampa,FL
Rasmussen College-Land O' Lakes,NULL,NULL,NULL,3,NULL,NULL,0,Land O'Lakes,FL
GMC-Sandersville,NULL,NULL,NULL,1,NULL,NULL,0,Sandersville,GA
GMC-Madison,NULL,NULL,NULL,1,NULL,NULL,0,Madison,GA
Portfolio Center - Waltham,NULL,NULL,NULL,3,NULL,NULL,0,Waltham,MA
Moody Theological Seminary and Graduate School--Michigan,NULL,NULL,NULL,2,NULL,NULL,0,Plymouth,MI
Moody Bible Institute-Spokane,NULL,NULL,NULL,2,NULL,NULL,0,Spokane,WA
Saint Anthony College of Nursing,NULL,NULL,NULL,2,NULL,NULL,0,Freeport,IL
PJ's College of Cosmetology- Brownsburg,NULL,NULL,NULL,3,NULL,NULL,0,Brownsburg,IN
PJ's College of Cosmetology-Crestwood,NULL,NULL,NULL,3,NULL,NULL,0,Crestwood,KY
PJ's College of Cosmetology- Jeffersonville,NULL,NULL,NULL,3,NULL,NULL,0,Jeffersonville,IN
Ivy Tech Community College-Northcentral,NULL,NULL,NULL,1,NULL,NULL,0,South Bend,IN
Ivy Tech Community College-Columbus,NULL,NULL,NULL,1,NULL,NULL,0,Columbus,IN
Ivy Tech Community College-East Central,NULL,NULL,NULL,1,NULL,NULL,0,Muncie,IN
Ivy Tech Community College-Kokomo,NULL,NULL,NULL,1,NULL,NULL,0,Kokomo,IN
Ivy Tech Community College-Lafayette,NULL,NULL,NULL,1,NULL,NULL,0,Lafayette,IN
Ivy Tech Community College-Northeast,NULL,NULL,NULL,1,NULL,NULL,0,Fort Wayne,IN
Ivy Tech Community College-South Central,NULL,NULL,NULL,1,NULL,NULL,0,Sellersburg,IN
Ivy Tech Community College-Southwest,NULL,NULL,NULL,1,NULL,NULL,0,Evansville,IN
Ivy Tech Community College-Wabash Valley,NULL,NULL,NULL,1,NULL,NULL,0,Terre Haute,IN
Ivy Tech Community College-Richmond,NULL,NULL,NULL,1,NULL,NULL,0,Richmond,IN
Ivy Tech Community College-Northwest,NULL,NULL,NULL,1,NULL,NULL,0,Gary,IN
Ivy Tech Community College-Southeast,NULL,NULL,NULL,1,NULL,NULL,0,Madison,IN
Ivy Tech Community College-Bloominton,NULL,NULL,NULL,1,NULL,NULL,0,Bloomington,IN
Ivy Tech Community College-Central Indiana,NULL,NULL,NULL,1,NULL,NULL,0,Indianapolis,IN
Harrison College-Anderson,NULL,NULL,NULL,3,NULL,NULL,0,Anderson,IN
Harrison College-Columbus,NULL,NULL,NULL,3,NULL,NULL,0,Columbus,IN
Harrison College-Terre Haute,NULL,NULL,NULL,3,NULL,NULL,0,Terre Haute,IN
Harrison College-Lafayette,NULL,NULL,NULL,3,NULL,NULL,0,Lafayette,IN
Harrison College-Indianapolis East,NULL,NULL,NULL,3,NULL,NULL,0,Indianapolis,IN
Harrison College-Evansville,NULL,NULL,NULL,3,NULL,NULL,0,Evansville,IN
Harrison College-Fort Wayne,NULL,NULL,NULL,3,NULL,NULL,0,Fort Wayne,IN
Harrison College-Northwest,NULL,NULL,NULL,3,NULL,NULL,0,Indianapolis,IN
Harrison College-Elkhart,NULL,NULL,NULL,3,NULL,NULL,0,Elkhart,IN
Marian University,NULL,NULL,NULL,2,NULL,NULL,0,Indianapolis,IN
Graceland University,NULL,NULL,NULL,2,NULL,NULL,0,Independence,MO
Baker University School of Nursing,NULL,NULL,NULL,2,NULL,NULL,0,Topeka,KS
Baker University School of Professional and Graduate Studies and Graduate School of Education,NULL,NULL,NULL,2,NULL,NULL,0,Overland Park,KS
CBTS - Wisconsin,NULL,NULL,NULL,2,NULL,NULL,0,Elm Grove,WI
Coffeyville Technical Campus,NULL,NULL,NULL,1,NULL,NULL,0,Coffeyville,KS
Columbus Technical Campus,NULL,NULL,NULL,1,NULL,NULL,0,Columbus,KS
Marinello Schools of Beauty-Lawrence,NULL,NULL,NULL,3,NULL,NULL,0,Lawrence,KS
PJ's College of Cosmetology- Greenfield,NULL,NULL,NULL,3,NULL,NULL,0,Greenfield,IN
PJ's College of Cosmetology- Muncie,NULL,NULL,NULL,3,NULL,NULL,0,Muncie,IN
PJ's College of Cosmetology- Indianapolis,NULL,NULL,NULL,3,NULL,NULL,0,Indianapolis,IN
PJ's College of Cosmetology- Plainfield,NULL,NULL,NULL,3,NULL,NULL,0,Plainfield,IN
PJ's College of Cosmetology- Louisville,NULL,NULL,NULL,3,NULL,NULL,0,Louisville,KY
Empire Beauty School-Caribou,NULL,NULL,NULL,3,NULL,NULL,0,Caribou,ME
Empire Beauty School-Bangor,NULL,NULL,NULL,3,NULL,NULL,0,Bangor,ME
Empire Beauty School-Waterville,NULL,NULL,NULL,3,NULL,NULL,0,Waterville,ME
International Beauty School,NULL,NULL,NULL,3,NULL,NULL,0,Winchester,VA
Wentworth Institute of Technology,NULL,NULL,NULL,2,NULL,NULL,0,Boston,MA
Wentworth Institute of Technology,NULL,NULL,NULL,2,NULL,NULL,0,Dorchester,MA
Wentworth Institute of Technology,NULL,NULL,NULL,2,NULL,NULL,0,Fall River,MA
Cleary University,NULL,NULL,NULL,2,NULL,NULL,0,Howell,MI
Davenport University-Warren Location,NULL,NULL,NULL,2,NULL,NULL,0,Warren,MI
Davenport University-Kalamazoo Location,NULL,NULL,NULL,2,NULL,NULL,0,Kalamazoo,MI
Davenport University-Lansing Location,NULL,NULL,NULL,2,NULL,NULL,0,Lansing,MI
Davenport University-Midland Location,NULL,NULL,NULL,2,NULL,NULL,0,Midland,MI
Davenport University-Holland Location,NULL,NULL,NULL,2,NULL,NULL,0,Holland,MI
Davenport University-Flint Location,NULL,NULL,NULL,2,NULL,NULL,0,Flint,MI
Davenport University-Traverse City Location,NULL,NULL,NULL,2,NULL,NULL,0,Traverse City,MI
Davenport University-Saginaw Location,NULL,NULL,NULL,2,NULL,NULL,0,Saginaw,MI
Davenport University-Livonia Location,NULL,NULL,NULL,2,NULL,NULL,0,Livonia,MI
Davenport University-Battle Creek Location,NULL,NULL,NULL,2,NULL,NULL,0,Battle Creek,MI
Davenport University-Grand Rapids Downtown,NULL,NULL,NULL,2,NULL,NULL,0,Grand Rapids,MI
Anoka-Ramsey Community College-Cambridge Campus,NULL,NULL,NULL,1,NULL,NULL,0,Cambridge,MN
Central Lakes College-Staples Campus,NULL,NULL,NULL,1,NULL,NULL,0,Staples,MN
